"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Heasley, Jonathan","669169","R","CH","23","86","1861","15.4",0.7856992345098573,0.9765652516142862,236.72806823677246,245.9413190128892,"Changeup","98","600","585",-9.213250776116752,9.21325077611678,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Krehbiel, Joey","607216","R","CH","12","84.9","1465","15.7",0.8828277288422814,0.9596107832648677,256.61188211754546,272.01151592045045,"Changeup","96","570","540",-15.399633802904987,15.399633802905033,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Lambert, Jimmy","669424","R","CH","68","85.5","1554","16.5",0.8943872809245632,0.9928978349955712,239.76341223213552,249.8550003688326,"Changeup","99","600","585",-10.091588136697084,10.091588136697037,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Pressly, Ryan","519151","R","CH","84","90","2018","14.3",0.6986055821624984,0.6587260897749708,221.65651382942664,257.173940292168,"Changeup","66","630","570",-35.51742646274138,35.51742646274139,"60",10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Wittgren, Nick","621295","R","CH","51","84.9","1639","12.1",0.6551182325641942,0.8539737159001113,240.61961505121366,265.0644826202224,"Changeup","85","600","555",-24.44486756900875,24.444867569008803,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Heller, Ben","621294","R","CH","38","84.4","1516","15.2",0.8499663050377726,0.9697234339613132,252.84588845282838,262.97072549105695,"Changeup","97","570","555",-10.124837038228577,10.124837038228586,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Priester, Quinn","682990","R","CH","86","89.1","1502","15.4",0.8770009027238983,0.9490659542773552,232.6106514881921,254.76991524230783,"Changeup","95","615","570",-22.159263754115727,22.15926375411578,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Gray, Josiah","680686","R","CH","45","88.6","1617","16",0.8655385176199019,0.96751496656281,228.84228384783717,242.03103535474168,"Changeup","97","615","600",-13.18875150690451,13.188751506904483,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Salazar, Eduardo","674285","R","CH","12","86.8","1813","17.1",0.8739837472368813,0.8899685435641757,239.54338229752577,259.00562814062977,"Changeup","89","600","555",-19.462245843104,19.46224584310399,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Hurt, Kyle","669165","R","CH","12","87","1192","13",0.828917151859018,0.9763161337197248,251.66199850586852,268.43248655999776,"Changeup","98","570","540",-16.77048805412923,16.77048805412925,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Williams, Gavin","668909","R","CH","78","88.2","1887","18.3",0.9219056818358461,0.9944150611099252,238.09053721472947,244.62056671974517,"Changeup","99","600","585",-6.530029505015705,6.530029505015686,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Kuhl, Chad","641771","R","CH","33","87","1593","16",0.8627059399124161,0.9710386459235337,231.51266878980542,245.7221303386306,"Changeup","97","615","585",-14.209461548825175,14.209461548825178,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"López, Reynaldo","625643","R","CH","64","88.5","1687","16.6",0.8740509810308059,0.9632571863545042,220.20800918360908,233.44680118480596,"Changeup","96","645","615",-13.238792001196884,13.238792001196822,"30",10,45,10,15,0,30,"10:45","10:15","+0H 30M"
,"Uceta, Edwin","670955","R","CH","15","87.9","2102","17.4",0.8044367480453537,0.7442832068339822,250.2485427732803,274.4205730999669,"Changeup","74","585","525",-24.17203032668658,24.172030326686535,"60",9,45,8,45,1,0,"9:45","8:45","+1H 00M"
,"Javier, Cristian","664299","R","CH","116","83.7","2398","17.8",0.7761350275186796,0.8428048039789507,248.07781908098258,250.07275340868225,"Changeup","84","585","585",-1.9949343276996672,1.9949343276997205,"0",9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Law, Derek","571882","R","CH","45","88.8","1916","16.5",0.8382805662655305,0.9895087397028285,238.5657739609158,246.24880056888054,"Changeup","99","600","585",-7.6830266079647345,7.683026607964747,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Jarvis, Bryce","686826","R","CH","43","84.4","1929","17.8",0.8912581051658515,0.9785132362129882,264.16632160238896,262.63649682787894,"Changeup","98","555","555",1.5298247745100184,1.5298247745100226,"0",9,15,9,15,0,0,"9:15","9:15"," 0H 00M"
,"Long, Sam","669674","L","CH","17","83.9","1945","19.7",0.9258091623353549,0.9972533951357122,131.09167897670855,138.06007128359062,"Changeup","100","105","90",-6.968392306882066,6.968392306882055,"15",1,45,1,30,0,15,"1:45","1:30","+0H 15M"
,"May, Dustin","669160","R","CH","32","90.8","1836","17.6",0.8852361606277331,0.9785841599756953,252.36902734638699,260.41801163006494,"Changeup","98","570","555",-8.048984283677953,8.048984283677909,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Urías, Julio","628711","L","CH","288","86.1","1859","16.1",0.8014210614832589,0.8926553519317009,131.49842237693153,106.98519980164998,"Changeup","89","90","150",24.513222575281546,24.513222575281553,"-60",1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Acton, Garrett","670183","R","CH","11","86.4","2034","20.7",0.9685919225139067,0.9399586274035892,230.56676517946858,249.89909571733875,"Changeup","94","615","585",-19.332330537870178,19.332330537870188,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Abad, Fernando","472551","L","CH","19","79","1738","16",0.8148001844212622,0.9927143637372879,150.74450222905108,135.8588526994392,"Changeup","99","60","90",14.885649529611868,14.885649529611882,"-30",1,0,1,30,0,30,"1:00","1:30","-0H 30M"
,"Chavez, Jesse","445926","R","CH","74","84.7","1764","16.7",0.8565941067901288,0.9719489478433704,253.8868859538788,268.40442861967887,"Changeup","97","570","540",-14.517542665800079,14.51754266580008,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Vásquez, Randy","681190","R","CH","79","87.8","2013","19.4",0.9412944885719099,0.9687740931910679,247.38255867374858,260.88467634789924,"Changeup","97","585","555",-13.502117674150668,13.50211767415065,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Richards, Trevor","670950","R","CH","758","82.5","2572","16.5",0.6996511593308382,0.685192555463646,253.66710167807832,264.8313306383561,"Changeup","69","570","555",-11.164228960277796,11.164228960277843,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Moreta, Dauri","664294","R","CH","85","85.8","1731","18.3",0.9344788068756066,0.9857911970730885,227.08163976026026,231.3875057692662,"Changeup","99","630","615",-4.305866009005939,4.305866009005954,"15",10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Iglesias, Raisel","628452","R","CH","303","89.4","1932","16.3",0.8329101630553579,0.835152344889023,240.97934895415816,258.6025155560176,"Changeup","84","600","570",-17.623166601859424,17.62316660185944,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Kirby, George","669923","R","CH","50","86.6","1521","17.2",0.9159830748392618,0.9927676181506785,241.46618822776782,257.071264841756,"Changeup","99","600","570",-15.60507661398816,15.605076613988137,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Williams, Trevor","592866","R","CH","418","83.3","1687","15.2",0.7834710079616662,0.9018873904172265,243.41755206510499,263.8024951478537,"Changeup","90","600","555",-20.38494308274869,20.384943082748705,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Loáisiga, Jonathan","642528","R","CH","23","90.3","1908","20.4",1.0141197797639685,0.9657211901344341,235.70050124348785,245.43906881441,"Changeup","97","615","585",-9.738567570922157,9.738567570922198,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Rucinski, Drew","607968","R","CH","25","83.6","926","13.3",0.931187621132542,0.9775683745907664,238.13605070715226,243.2208406351596,"Changeup","98","600","600",-5.084789928007325,5.084789928007304,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Sandoval, Patrick","663776","L","CH","663","83","1781","17.5",0.8726725503533702,0.9810171402882824,117.23170631911461,120.9427879166133,"Changeup","98","120","120",-3.7110815974986906,3.711081597498691,"0",2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Schmidt, Clarke","657376","R","CH","40","89.5","2149","9.2",0.43417914953252945,0.4689008014332374,241.31656560130276,260.25377320021107,"Changeup","47","600","555",-18.937207598908316,18.937207598908284,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Banda, Anthony","607455","L","CH","37","88.2","1768","15.6",0.7890643058645321,0.9536413782830103,114.58467707350577,112.51238487765204,"Changeup","95","135","135",2.072292195853734,2.0722921958537146,"0",2,15,2,15,0,0,"2:15","2:15"," 0H 00M"
,"Gray, Jon","592351","R","CH","270","88.8","1445","16.3",0.9333965929817942,0.9935588827907815,241.4966379663664,249.80881482993817,"Changeup","99","600","585",-8.312176863571779,8.312176863571782,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Winckowski, Josh","670174","R","CH","77","93","1683","17.7",0.9502980146300736,0.904813035207735,233.1138383664,261.4882827888398,"Changeup","90","615","555",-28.374444422439808,28.37444442243983,"60",10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Adam, Jason","592094","R","CH","307","89.6","2259","17.1",0.7825309173522069,0.7634877065799383,230.42066012922012,262.56334103447466,"Changeup","76","615","555",-32.14268090525454,32.14268090525456,"60",10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Valdez, Framber","664285","L","CH","435","90.2","1682","16.9",0.8947643590084965,0.849565842119015,131.88585764408,102.13320195124935,"Changeup","85","90","150",29.752655692830658,29.752655692830654,"-60",1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Hoeing, Bryan","663773","R","CH","70","85.9","1306","15.3",0.9052261287491536,0.8657682259255691,238.50369766720507,250.61809020558553,"Changeup","87","600","585",-12.114392538380457,12.11439253838045,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Keller, Mitch","656605","R","CH","88","90.7","1644","16.6",0.8977484367222304,0.9506720816347369,241.3875608847243,262.99551507064257,"Changeup","95","600","555",-21.60795418591826,21.60795418591826,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Kelly, Merrill","518876","R","CH","624","88.7","2138","16.5",0.8036760174155727,0.8309972361698416,239.4542828428849,271.9309289696406,"Changeup","83","600","540",-32.476646126755696,32.476646126755675,"60",10,0,9,0,1,0,"10:00","9:00","+1H 00M"
,"Kennedy, Brett","664028","R","CH","83","83.6","1404","13.8",0.7978237540186687,0.9091088445263324,228.75878039597347,248.39259422039987,"Changeup","91","615","585",-19.633813824426397,19.633813824426376,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Domínguez, Seranthony","622554","R","CH","34","90.9","1796","17.9",0.9263840095359801,0.9751289575458896,231.92597489795025,248.41703414630615,"Changeup","98","615","585",-16.491059248355896,16.491059248355906,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Then, Juan","672730","R","CH","37","88.8","2004","19.7",0.9406138499631662,0.9555429346427586,251.98068052189845,266.664111265882,"Changeup","96","570","540",-14.683430743983564,14.68343074398357,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"González, Chi Chi","592346","R","CH","11","85.7","1973","17.3",0.8478032122943466,0.8414866205316285,234.3455456802733,256.19422826843527,"Changeup","84","615","570",-21.848682588161978,21.848682588162006,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Diekman, Jake","518617","L","CH","130","88","1622","17.2",0.9119344641635018,0.9843093184870478,105.12554134485802,101.09279935161769,"Changeup","98","150","165",4.032741993240336,4.032741993240347,"-15",2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"Zimmermann, Bruce","669145","L","CH","48","84.7","1917","18.8",0.9091159224690128,0.947399497021455,126.42523033891717,109.26060191569466,"Changeup","95","105","135",17.16462842322251,17.16462842322251,"-30",1,45,2,15,0,30,"1:45","2:15","-0H 30M"
,"Cuas, Jose","621016","R","CH","48","87.7","1811","17.1",0.8894753532717001,0.9844326489381049,268.7610241218322,277.30317365011103,"Changeup","98","540","525",-8.542149528278856,8.542149528278888,"15",9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Nola, Aaron","605400","R","CH","386","85.9","1558","16.1",0.8764272801569783,0.9925494468819768,249.99760751884952,259.0339365475424,"Changeup","99","585","555",-9.036329028692876,9.036329028692888,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Snead, Kirby","669912","L","CH","15","87.7","2158","18.6",0.8745610045176646,0.9050524458594336,98.00313119827744,76.98887197066615,"Changeup","91","165","210",21.01425922761129,21.014259227611305,"-45",2,45,3,30,0,45,"2:45","3:30","-0H 45M"
,"Avila, Pedro","658648","R","CH","229","83.8","1645","4.2",0.22571338437091304,0.25538371439441704,201.05198969091234,237.32466205542414,"Changeup","26","675","600",-36.272672364511806,36.272672364511784,"75",11,15,10,0,1,15,"11:15","10:00","+1H 15M"
,"Sweet, Devin","682967","R","CH","41","77.4","1964","15.9",0.7279923812444673,0.6867556802482043,272.89447930257336,261.6268584711803,"Changeup","69","540","555",11.26762083139306,11.26762083139304,"-15",9,0,9,15,0,15,"9:00","9:15","-0H 15M"
,"Schreiber, John","670167","R","CH","36","88.4","1677","16",0.830343447658963,0.7758299148147157,252.5930063337047,286.5540402740857,"Changeup","78","570","510",-33.961033940381014,33.96103394038103,"60",9,30,8,30,1,0,"9:30","8:30","+1H 00M"
,"Gipson-Long, Sawyer","687830","R","CH","79","85.8","1346","14.5",0.8432574989659083,0.9499857034934527,252.73394419495537,273.4158840705406,"Changeup","95","570","540",-20.681939875585215,20.681939875585222,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Willingham, Amos","686294","R","CH","12","88.3","1671","17",0.9113818661626939,0.9576773572252611,221.69540241128095,237.7983816804694,"Changeup","96","630","600",-16.102979269188438,16.102979269188452,"30",10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Lively, Ben","594902","R","CH","141","84.4","1657","17.2",0.9117386095509619,0.9668946841665863,233.8555184740599,250.25434506264406,"Changeup","97","615","585",-16.39882658858417,16.398826588584175,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Musgrove, Joe","605397","R","CH","165","87.1","2085","14.3",0.6729101716471501,0.6467202586246481,226.2539545278304,258.42612824354876,"Changeup","65","630","570",-32.17217371571837,32.172173715718394,"60",10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Woodford, Jake","663765","R","CH","32","86.2","1325","13.8",0.8202958335258341,0.8767228789445797,229.59573619191463,249.69775594068406,"Changeup","88","615","585",-20.102019748769436,20.102019748769436,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Andrews, Clayton","677076","L","CH","28","82.4","2047","17.5",0.8259206177034167,0.9365947637246385,96.98376775281714,93.57636254165193,"Changeup","94","165","180",3.4074052111652122,3.4074052111652287,"-15",2,45,3,0,0,15,"2:45","3:00","-0H 15M"
,"Curry, Xzavion","675540","R","CH","55","87.8","1423","14.9",0.850406862371,0.9207270411641335,209.5683546973811,235.64316091290246,"Changeup","92","660","615",-26.074806215521363,26.07480621552138,"45",11,0,10,15,0,45,"11:00","10:15","+0H 45M"
,"Bradford, Cody","674003","L","CH","266","82.1","1897","19.2",0.9240573931748017,0.9921919581996734,123.14450364647516,123.51811617574123,"Changeup","99","120","120",-0.3736125292660688,0.3736125292660646,"0",2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Tapia, Domingo","593619","R","CH","30","88.9","1773","18.1",0.9184615712552282,0.9946787101641977,230.49977456848063,240.22909851996937,"Changeup","99","615","600",-9.729323951488738,9.729323951488734,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Naughton, Packy","676050","L","CH","12","85.8","1504","17.9",0.9781356857881364,0.9283574972161479,130.6441718546883,103.73704607294289,"Changeup","93","105","150",26.907125781745407,26.907125781745403,"-45",1,45,2,30,0,45,"1:45","2:30","-0H 45M"
,"Keller, Brad","641745","R","CH","100","90.8","1678","10.4",0.5616987367896773,0.6668501980277994,209.25468799662204,253.61353435088813,"Changeup","67","660","570",-44.35884635426609,44.3588463542661,"90",11,0,9,30,1,30,"11:00","9:30","+1H 30M"
,"Greene, Hunter","668881","R","CH","109","91.1","1964","15.7",0.7942252303063744,0.9431709473307822,243.45737024641642,239.90170311290711,"Changeup","94","600","600",3.555667133509303,3.555667133509276,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Peterson, David","656849","L","CH","339","85.3","1584","17.3",0.9224649996531017,0.9519680170264354,122.39724984650758,107.85795262319007,"Changeup","95","120","150",14.539297223317504,14.53929722331749,"-30",2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Duarte, Daniel","650960","R","CH","39","90.1","1892","17",0.8682762761091729,0.9787847426978684,239.43011548731857,254.6387418419794,"Changeup","98","600","570",-15.208626354660822,15.208626354660835,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Montero, Rafael","606160","R","CH","273","91.4","2056","17.8",0.8651409699082037,0.9218769750632868,232.3743979266001,255.6103787305094,"Changeup","92","615","570",-23.235980803909314,23.235980803909275,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Bassitt, Chris","605135","R","CH","204","84.1","1932","19.4",0.9336572335742803,0.9699827224889953,234.76858526633592,249.52073080583463,"Changeup","97","615","585",-14.752145539498713,14.752145539498724,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Puk, A.J.","640462","L","CH","10","87.4","1134","11.3",0.7354789985912809,0.8082987014612282,121.59891943834191,101.89923658736697,"Changeup","81","120","150",19.699682850974938,19.699682850974938,"-30",2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Ferrer, Jose A.","678606","L","CH","141","85.6","1997","17.3",0.8316507448648027,0.9195415757102734,104.97792742858816,103.8737453752988,"Changeup","92","150","150",1.1041820532893638,1.1041820532893578,"0",2,30,2,30,0,0,"2:30","2:30"," 0H 00M"
,"Suter, Brent","608718","L","CH","298","76.3","1588","12.7",0.7023196588061099,0.9290355760231198,152.8551563944124,135.01118276735957,"Changeup","93","60","90",17.843973627052833,17.843973627052844,"-30",1,0,1,30,0,30,"1:00","1:30","-0H 30M"
